729077703262011393,Wtf is wrong with my uber account 😩,2016-05-07 22:37:24
729101093020438528,"@Uber_Support per the email, my report from last nite isn't showing up, it told me it was submitted successfully",2016-05-08 00:10:21
729077677458591744,@FionaSohrabi @Uber_Support No refund yet,2016-05-07 22:37:18
729105545181925376,"@Uber_Support no you make it so hard to make a complaint. ""Select from a list"" it's not there. ""Sign in"", I can't remember my credentials.",2016-05-08 00:28:02
729052011086360576,".@Uber, can you have someone teach the @UberMiami drivers where sh*t is down here. It's as if they were all brought in from elsewhere.",2016-05-07 20:55:19
729090425261154304,Dear @Uber_JKT @Uber I was charged a cancellation fee when the driver cancelled the ride. Why? Please help,2016-05-07 23:27:57
729109726366031872,"@Uber When does the #SAFECINCO promotion end? Official website says through Sunday, but the app says differently",2016-05-08 00:44:39
729065757800177664,@Uber_DFW how long does it take for my account to come back online after an auto accident? I'm losing money!,2016-05-07 21:49:56
729133486980927488,Hey @Uber why did I get a $10 charge when I cancelled immediately?,2016-05-08 02:19:04
729113238688817152,My uber driver needs to not joke and say 'You're not going anywhere' when I accidentally lock myself in and can't open my door,2016-05-08 00:58:37
729123838034849793,@uber usual shit service this evening. Says 6 minutes. Then 8. Them 9. Not answering my calls #uberfail,2016-05-08 01:40:44
729069672646217729,@Uber mistakenly charged me $5 cancellation fee. Thanks a lot!,2016-05-07 22:05:30
729099121210970112,@Uber hi I need to report a driver can I do that through here?,2016-05-08 00:02:31
729064270919573505,@Uber_DC is there a way to get an UberX without Pool? I just got dinged 2 bucks to cancel because I couldn't figure out a way to not Poop,2016-05-07 21:44:02
729067971658682368,"New @Uber users get $50 credit, so I tried it. #Uber won't give me the credit. Want a screenshot of radio ad where I heard promo. #BooUber",2016-05-07 21:58:44
729084233436684288,"@Uber_Support lost my free ride while swithing device. Already posted the problem via contact form, no reply yet. Pls help!",2016-05-07 23:03:21
729071615766487040,Hi @uber 👋🏽 one of your drivers is driving crazy &amp; almost made me crash while on duty. #BoycottUber Black GMC SUV license plate: 62482s1,2016-05-07 22:13:13
729089932279599104,@Uber_Support @Uber I keep getting this error even if I change my payment settings! Also my friends account. https://t.co/KhCwPM1fY6,2016-05-07 23:26:00
729100079760592896,Wtf @Uber_Support my driver called me to check my ID then cancelled the trip?!?!?!?!?!?!?,2016-05-08 00:06:19
729064466428518400,@Uber_Support what is the average charge to use über,2016-05-07 21:44:48
729135946046701568,@Uber I just got charged a 200 dollar cleaning fee and I know nothing happened. Seems to be a common scam too. You're going to fix this.,2016-05-08 02:28:50
729126430945247232,@Uber_Support I need to know my status as a partner. Still saying account not activated.,2016-05-08 01:51:02
729112456333766657,@Uber why has your driver earlier taken me on a longer route to charge me more when it X1.5 already? Not happy!#uber https://t.co/2n8ZeQqzOk,2016-05-08 00:55:30
729091658554413057,Lost very important item in @Uber ride &amp; driver not responsive - was not my trip - friend ordered the ride through her account - pls help!,2016-05-07 23:32:51
729080415982628864,@Uber can I still get $30 off my first ride?,2016-05-07 22:48:11
729106828177461249,@Uber_Support when will Uber update its UberSelect list? You say a 07 Ford Explorer counts as UberSelect but a 17 Cadillac XT5 doesnt. HELP!,2016-05-08 00:33:08
729077568951955457,@Uber hi my driver never showed and I was charged for the ride.,2016-05-07 22:36:52
729094176260956160,@Uber_Support but we can continue taking 20 mins to cover a 10 second sentence in a phone call #insane #wastedtime #techstepbackward,2016-05-07 23:42:52
729059549416718337,@Uber_Support My acct address is shaynassister@yahoo.ca Thx for the adjustment. It was the first of the 4 trips I made today. All were 5*,2016-05-07 21:25:16
729063580197376004,"@Uber I had my account hacked in Feb. &amp; now I'm told I can't have an account Bc they ""violated terms &amp; conditions"" - Why is this not fixed?",2016-05-07 21:41:17
729069350532075521,@Uber I'm a uk customer using Uber USA. Can't contact driver and I'm having issues stating my location. Why do my msgs fail?,2016-05-07 22:04:13
729104018673418240,"I wanted an @Uber to UWS, instead they made a wrong turn and took me to jersey. https://t.co/eHjvyAk2Jg",2016-05-08 00:21:58
729113318124818432,@uber hoping automated cars arrive soon b/c your drivers are going downhill fast. Just got in my first fender bender as a rider.,2016-05-08 00:58:55
729060873692549120,"@Uber_Support  I am disabled,  but want to be a driver. Can my ihss worker ride with me when I drive?",2016-05-07 21:30:32
729131104532344832,@Uber_Support just got charged $120 by #uber after changing the uber drivers car tire in the pouring rain. That's bullshit.,2016-05-08 02:09:36
729115834438782976,So annoyed at my @Uber taxi tonight. Rude to me and made me smash my phone 😡😡😡😡😡😡,2016-05-08 01:08:55
729106669951721472,@Uber your receipt email no longer accepts support requests? Do you not care about customers now?,2016-05-08 00:32:30
729133160328466432,@Uber I shouldn't have to pay for this. Please cancel this ride,2016-05-08 02:17:46
729144818362920960,@Uber_Support how do you guys not have a number I can call for customer service?,2016-05-08 03:04:06
729085172210126849,@Uber answer my call,2016-05-07 23:07:05
729103014191996928,@Uber_Support for some reason my 14 minute ride turned out to be 75 dollars last night and I'd like to talk to someone about why,2016-05-08 00:17:59
729132891863658496,@Uber_Support not under my account. Just annoying we can't talk to a person via phone about the situation. #badsupport #uber,2016-05-08 02:16:42
729116591313453056,@Uber_Support HAHAHAHAHHA DW fam it was at the end of an hour long trip we had formed a bond he was joking it's all good (love ur work btw),2016-05-08 01:11:56
729065696399785984,@Uber_SD is there a way to check and see how much credit I have on my account?,2016-05-07 21:49:42
729154136130891776,@Uber you seem to think my card that expires at the end of the month is invalid? Any thoughts on how to fix this?,2016-05-08 03:41:07
729088720876535808,@Uber_Support or to contact. Is there a phone number to call #oldschool way more efficient,2016-05-07 23:21:11
728731165021057024,@Uber_CONN I just made an uber &amp; I was told if I do I get a free ride why am I being charged?,2016-05-06 23:40:23
729119837637599232,@Uber @Uber all I want is to log into my account &amp; go home. How stupid are you people?,2016-05-08 01:24:50
729154547357093888,My uber just smooth ran a red light wtf is wrong with her ! Lol,2016-05-08 03:42:45
729114474901209089,.@Uber driver was 13 mins away...that was 10 mins ago...now he's 15 mins away...someone please teach them basic navigation skills,2016-05-08 01:03:31
729142380079763456,Hey @Uber my account is blocked for no reason what number do I call?,2016-05-08 02:54:24
729128505137565696,Shoutout to Uber who just cancelled my ride and I did absolutely nothing wrong.,2016-05-08 01:59:16
729060557957947392,@Uber thank you for not having a code of conduct with your drivers.  I just got cut off then told to F off.  Oregon plate CU28978.,2016-05-07 21:29:16
729153547166724096,#Uber you wait for 15 min then they cancel on you. WTF,2016-05-08 03:38:47
729089060879347712,Uber in NYC has become a shitshow.Too many new drivers -no clue how to drive or where things are. Unsustainable. @Uber #uberisover,2016-05-07 23:22:32
729115311832748034,@Uber_Support and you charged us 10 dollars. Please fix this! Thanks so much!,2016-05-08 01:06:51
729085396051591168,When your @Uber driver drives through 4 red lights .... #1star,2016-05-07 23:07:58
729066761077829632,I had a terrible @Uber experience today! They should really revisit their driver qualifications in NYC. I'm sick of the ghetto games.,2016-05-07 21:53:55
729064356122660864,@Uber_Support sbegum84@hotmail.com and i've already made a complaint,2016-05-07 21:44:22
729060677365698560,Hey @uber Philadelphia the app twice said I was in a tunnel underneath the art museum instead of at it. Got a cab but should check maps 4 it,2016-05-07 21:29:45
729115685075488769,@Uber we need to talk to someone asap about reimbursing a friend for a ride wherein the driver didn't pick us up,2016-05-08 01:08:20
729083221888143360,why doesn't the uber app work on my phone😒 @Uber,2016-05-07 22:59:20
729065034723172353,@Uber_Support license plate did not match his car &amp; was aggressive to other drivers before even picking me up https://t.co/lZBQFda33T,2016-05-07 21:47:04
729118793696477184,@Uber_Miami your driver just cancelled on me after making me wait for 7 mins. How do I lodge a complaint against him?,2016-05-08 01:20:41
729096269386354689,@Uber_Support please answer! Concerned about getting charged an overdraft fee. Why wasn't my 1st ride $20 off? @Uber,2016-05-07 23:51:11
729136527880683520,@Uber my account was hacked in Portugal. Now my account keeps cancelling existing trips! Help!,2016-05-08 02:31:09
729113170267103232,"Not impressed with @uber last night, they ditched me when I couldn't find them, charged me $10 and I was trapped by myself in an unsafe area",2016-05-08 00:58:20
729113779112415237,@Uber I was just charged £12 for an uber that didn't turn up despite several phone calls how do I get my money back?,2016-05-08 01:00:45
729113718705954816,@Uber my driver hasn't picked me up and is purposely driving far in the wrong direction........?,2016-05-08 01:00:31
729073658942128128,I. Can't. Believe. My. Uber. Just. Got. Hit.,2016-05-07 22:21:20
729096791006810112,@JasmynBanks_ @Uber livid I've just been charged twice for a cancellation fee without cancelling my trip!!!,2016-05-07 23:53:15
729062395499401217,@UberEATS are you down in Toronto? Keep getting error verifying payment failure,2016-05-07 21:36:35
729071657965359105,"Hey @Uber - one of your drivers just almost hit me. When I honked, he smiled at me and gave me the finger. This is why I don't use @uber.",2016-05-07 22:13:23
729087478674522112,Why can't I use my uber account?! @Uber_Support,2016-05-07 23:16:15
729137033998913538,"@Uber but I guess it's not enough to get screwed over from EWR airport every time, apparently I need to be fucked over in my hometown too",2016-05-08 02:33:10
729068608597430279,Hey @uber why was I charged for a ride to JFK when your driver cancelled?,2016-05-07 22:01:16
729074854985490432,"@Uber_Support #FalseAdvertistment I pinned myself at 5 different Splash areas No Option for Uberpool on my app, WHY? https://t.co/PgbClNRLHe",2016-05-07 22:26:05
729070992400715776,"@Uber_Support Need help signing up to deliver for Uber Eats, I'm already an Uber driver I would like some help in the process",2016-05-07 22:10:44
